gender,age,ht_3,ht_5,ht_10,ht_25,ht_50,ht_75,ht_90,ht_95,ht_97,wt_3,wt_5,wt_10,wt_25,wt_50,wt_75,wt_90,wt_95,wt_97,bmi_3,bmi_5,bmi_10,bmi_25,bmi_50,bmi_75,bmi_85,bmi_90,bmi_95,bmi_97
F,13.875,58.13826772,58.75232283,59.69799213,61.27854331,63.03519685,64.7923622,66.37429134,67.32122047,67.93629921,79.74610989,82.42214378,86.92796818,95.71930931,107.9449193,123.9226602,143.197719,158.04169,169.5253352,15.35972,15.72338,16.33699,17.54289,19.25204,21.5748,23.2231062,24.57817846,27.10270382,29.22399004
F,13.95833333,58.22937008,58.84102362,59.78322835,61.35854331,63.11011811,64.86311024,66.4419685,67.3873622,68.00153543,80.33238448,83.00674287,87.51036265,96.3004251,108.5332883,124.5416073,143.8932325,158.8307235,170.4096303,15.40101,15.76544,16.38039,17.58905,19.30243,21.63171,23.28525349,24.64507758,27.17965324,29.31073101
F,14.04166667,58.31389764,58.9234252,59.86251969,61.43311024,63.18019685,64.92937008,66.50547244,67.44944882,68.06283465,80.91272865,83.584684,88.08486458,96.87126735,109.1082973,125.1435567,144.5685517,159.5985045,171.2728933,15.44235,15.80753,16.42378,17.63509,19.35257,21.68819,23.34689045,24.71140708,27.25597392,29.39685635
F,14.125,58.39228346,58.99992126,59.93625984,61.5026378,63.24570866,64.99145669,66.565,67.50771654,68.12035433,81.48676761,84.1555924,88.65116531,97.43163767,109.6697919,125.7284645,145.2236766,160.3449447,172.1150582,15.48374,15.84964,16.46712,17.68099,19.40245,21.74426,23.40801143,24.77716335,27.33166687,29.48237214
F,14.20833333,58.46492126,59.07086614,60.00476378,61.56744094,63.30688976,65.0496063,66.62086614,67.56240157,68.17433071,82.05410452,84.71913736,89.20893417,97.98131557,110.21764,126.2962423,145.8585851,161.0700443,172.9361028,15.52517,15.89175,16.51042,17.72675,19.45204,21.79989,23.46861112,24.8423432,27.40673363,29.56728511
F,14.29166667,58.53216535,59.13669291,60.0684252,61.62787402,63.36413386,65.10409449,66.67326772,67.61370079,68.225,82.61438665,85.27496615,89.75792865,98.52005856,110.7517533,126.8469343,146.4732993,161.7738251,173.7360491,15.56661,15.93385,16.55366,17.77236,19.50136,21.85508,23.52868458,24.90694389,27.4811763,29.65160263
F,14.375,58.59444882,59.19767717,60.12759843,61.68417323,63.4176378,65.15515748,66.72240157,67.66185039,68.27259843,83.16719511,85.82272604,90.29781804,99.04773436,111.2720657,127.3805847,147.0679294,162.4563755,174.5149193,15.60805,15.97592,16.59682,17.81779,19.55037,21.90982,23.5882272,24.97096308,27.55499753,29.73533271
F,14.45833333,58.65212598,59.25429134,60.18259843,61.73669291,63.46767717,65.2030315,66.76854331,67.70708661,68.31724409,83.71222127,86.36210837,90.8283378,99.56416659,111.7785551,127.8972153,147.6425416,163.1177615,175.2728236,15.64949,16.01795,16.63989,17.86304,19.59907,21.96411,23.64723476,25.03439887,27.62820049,29.81848403
F,14.54166667,58.70555118,59.30677165,60.23370079,61.78566929,63.51448819,65.24791339,66.81188976,67.74956693,68.3592126,84.24906828,86.8928045,91.34926746,100.069223,112.2711774,128.3969365,148.1973563,163.7581374,176.0098501,15.69089,16.05992,16.68286,17.90809,19.64746,22.01794,23.70570337,25.09724977,27.70078892,29.90106591
F,14.625,58.755,59.35547244,60.28122047,61.83137795,63.55830709,65.29,66.85255906,67.78948819,68.39866142,84.77744956,87.41450577,91.86036451,100.5627492,112.7499768,128.8799467,148.7325278,164.3777018,176.7261532,15.73225,16.10183,16.72571,17.95294,19.69552,22.0713,23.76362952,25.15951476,27.77276709,29.9830883
F,14.70833333,58.80086614,59.40066929,60.32543307,61.87401575,63.59933071,65.32948819,66.8907874,67.82700787,68.43570866,85.29701235,87.9269256,92.3614085,101.0447012,113.2150193,129.3464002,149.2483207,164.9766309,177.4218651,15.77356,16.14364,16.76842,17.99756,19.74325,22.12419,23.82101004,25.22119319,27.84413981,30.06456182
F,14.79166667,58.84338583,59.4426378,60.36661417,61.91385827,63.63775591,65.36661417,66.92673228,67.86224409,68.47055118,85.80744802,88.42982147,92.852201,101.5149687,113.6663491,129.7964954,149.7449995,165.5552334,178.0972284,15.81478,16.18536,16.81099,18.04195,19.79062,22.1766,23.87784214,25.28228489,27.91491246,30.14549772
F,14.875,58.88279528,59.48161417,60.40496063,61.95110236,63.6738189,65.40145669,66.96055118,67.89543307,68.50330709,86.30846996,88.92290678,93.33254361,101.9735076,114.1040985,130.230519,150.2229391,166.1137519,178.7524194,15.85592,16.22696,16.8534,18.0861,19.83764,22.22852,23.93412338,25.3427901,27.98509093,30.22590789
F,14.95833333,58.91940945,59.51787402,60.44066929,61.98594488,63.7076378,65.4342126,66.9923622,67.92665354,68.53417323,86.79979158,89.40598311,93.80230404,102.4202959,114.5283776,130.6487574,150.6824701,166.652583,179.3877468,15.89695,16.26842,16.89563,18.12998,19.88429,22.27996,23.98985168,25.40270949,28.05468167,30.30580486
F,15.04166667,58.95338583,59.55161417,60.47401575,62.01854331,63.73937008,65.46503937,67.02228346,67.95606299,68.56318898,87.28117035,89.87880796,94.26132797,102.8553336,114.9393628,131.0515195,151.1239893,167.1720356,180.0034751,15.93785,16.30974,16.93767,18.1736,19.93057,22.3309,24.04502533,25.46204417,28.12369169,30.3852018
F,15.125,58.985,59.58307087,60.50511811,62.04909449,63.7692126,65.49405512,67.05051181,67.98374016,68.59055118,87.75236379,90.34118291,94.70948312,103.2786426,115.3372527,131.4391798,151.5479818,167.6725284,180.599891,15.97862,16.35089,16.97951,18.21693,19.97646,22.38135,24.09964299,25.52079568,28.19212851,30.46411251
F,15.20833333,59.01444882,59.6123622,60.5342126,62.07775591,63.79724409,65.52141732,67.07712598,68.00988189,68.61633858,88.21310732,90.79295364,95.14668131,103.6902452,115.7222675,131.8121354,151.9548885,168.1545245,181.1773471,16.01923,16.39185,17.02112,18.25996,20.02195,22.43128,24.15370368,25.578966,28.26000023,30.54255145
F,15.29166667,59.04185039,59.63968504,60.56141732,62.10464567,63.82362205,65.54716535,67.10220472,68.03448819,68.64062992,88.66324663,91.23396583,95.57283436,104.0902074,116.0946278,132.170783,152.3452606,168.6184868,181.7361962,16.05966,16.43262,17.0625,18.30269,20.06704,22.48072,24.20720678,25.63655753,28.32731547,30.62053368
F,15.375,59.06740157,59.66523622,60.58688976,62.12988189,63.84850394,65.57149606,67.12586614,68.05775591,68.66358268,89.10258331,91.6640431,95.98787612,104.4786394,116.4546202,132.5156076,152.7196492,169.0649003,182.2767911,16.0999,16.47318,17.10363,18.3451,20.11172,22.52963,24.26015204,25.69357313,28.3940834,30.69807493
F,15.45833333,59.09125984,59.68909449,60.61074803,62.15362205,63.87192913,65.59444882,67.14826772,68.07972441,68.68527559,89.53094097,92.08309727,96.39178455,104.8556073,116.8025092,132.8470943,153.0786275,169.4943162,182.7995286,16.13993,16.51351,17.14448,18.38717,20.15598,22.57804,24.3125396,25.75001608,28.46031375,30.77519152
F,15.54166667,59.11354331,59.71145669,60.63314961,62.17598425,63.89401575,65.61610236,67.16940945,68.10047244,68.70570866,89.94818735,92.49104015,96.7845376,105.2212877,117.1386697,133.165728,153.4228348,169.9073076,183.3048495,16.17973,16.55358,17.18506,18.42889,20.19981,22.62592,24.36436993,25.80589011,28.52601678,30.85190042
F,15.625,59.13440945,59.73240157,60.65417323,62.19700787,63.91492126,65.63661417,67.18940945,68.12007874,68.72507874,90.35421222,92.88778357,97.16615733,105.5758126,117.4633882,133.472082,153.7529325,170.3044699,183.7931508,16.21929,16.5934,17.22534,18.47025,20.2432,22.67329,24.41564391,25.86119939,28.59120331,30.92821925
F,15.70833333,59.15393701,59.75204724,60.67397638,62.21685039,63.93464567,65.65602362,67.20830709,68.13866142,68.74338583,90.74890534,93.27328342,97.53664372,105.9193365,117.7770615,133.7666854,154.0695821,170.6863983,184.2649174,16.25859,16.63293,17.2653,18.51124,20.28614,22.72013,24.46636278,25.91594853,28.6558847,31.00416621
F,15.79166667,59.17224409,59.77051181,60.69259843,62.23559055,63.95330709,65.67437008,67.22622047,68.15622047,68.76070866,91.13220057,93.64751767,97.89606292,106.2521018,118.0800645,134.0501554,154.373489,171.0537762,184.7205903,16.2976,16.67216,17.30494,18.55184,20.32862,22.76644,24.51652812,25.97014258,28.72007286,31.07976017
F,15.875,59.18944882,59.78787402,60.71011811,62.25330709,63.97094488,65.69177165,67.24322835,68.17287402,68.77708661,91.50405383,94.0104863,98.24448106,106.574285,118.372816,134.3230874,154.6654027,171.4072429,185.1606325,16.33631,16.71107,17.34423,18.59205,20.37064,22.81222,24.56614194,26.02378703,28.78378025,31.15502058
F,15.95833333,59.20562992,59.8042126,60.72665354,62.27003937,63.98767717,65.70826772,67.25933071,68.18866142,68.7926378,91.8644651,94.36221138,98.58198634,106.8861285,118.6556908,134.5861206,154.9460729,171.7475039,185.5855509,16.37471,16.74965,17.38316,18.63184,20.41219,22.85747,24.61520657,26.07688783,28.84701989,31.22996756
F,16.04166667,59.22082677,59.8196063,60.74228346,62.28586614,64.00354331,65.72393701,67.2746063,68.20366142,68.80740157,92.21339031,94.70273698,98.90873307,107.1879189,118.9291959,134.8398723,155.2162491,172.0752427,185.9958307,16.41277,16.78787,17.42171,18.67121,20.45326,22.90219,24.66372475,26.12945136,28.90980533,31.30462183
F,16.125,59.23515748,59.83413386,60.75704724,62.30086614,64.01858268,65.7388189,67.28913386,68.21787402,68.82137795,92.55089559,95.03212926,99.22483148,107.4798988,119.1937283,135.085004,155.4767249,172.3911868,186.3919789,16.45047,16.82573,17.45986,18.71015,20.49383,22.94637,24.71169957,26.18148447,28.97215071,31.37900471
F,16.20833333,59.24870079,59.84783465,60.77102362,62.31507874,64.03287402,65.75295276,67.30291339,68.23137795,68.83464567,92.87700298,95.35049843,99.53045795,107.7623988,119.4497949,135.3222211,155.7282941,172.6960858,186.7745246,16.4878,16.8632,17.49761,18.74863,20.53392,22.99002,24.75913451,26.23299442,29.03407069,31.45313817
F,16.29166667,59.26145669,59.86082677,60.7842126,62.32858268,64.04649606,65.76637795,67.31602362,68.24417323,68.84728346,93.19182271,95.65793269,99.82578885,108.0356835,119.6978808,135.552141,155.9717944,172.9906671,187.1439748,16.52473,16.90025,17.53492,18.78665,20.57349,23.03313,24.80603342,26.28398896,29.0955805,31.5270448
F,16.375,59.27350394,59.87307087,60.79677165,62.34141732,64.05940945,65.77917323,67.32850394,68.25637795,68.85925197,93.49542093,95.95458636,100.1110005,108.3001277,119.938471,135.7755131,156.2079974,173.2756583,187.5008366,16.56124,16.93689,17.5718,18.82419,20.61256,23.07571,24.85240053,26.33447627,29.15669594,31.6007478
F,16.45833333,59.28492126,59.88472441,60.80866142,62.35362205,64.07169291,65.79133858,67.3403937,68.26799213,68.87062992,93.78795196,96.24061376,100.3863796,108.556062,120.1720946,135.9929988,156.4377408,173.5518531,187.8456612,16.59733,16.97308,17.60821,18.86125,20.65111,23.11774,24.89824041,26.38446498,29.21743336,31.67427098
F,16.54166667,59.29570866,59.89574803,60.81996063,62.36523622,64.0834252,65.80295276,67.35169291,68.27905512,68.88149606,94.06954807,96.5162133,100.6521245,108.8038392,120.3992365,136.2053037,156.6618625,173.819979,188.1789336,16.63295,17.0088,17.64415,18.8978,20.68912,23.15924,24.94355805,26.43396418,29.27780966,31.74763877
F,16.625,59.30598425,59.9061811,60.83070866,62.37625984,64.09456693,65.81401575,67.36248031,68.28956693,68.89181102,94.34036359,96.78158341,100.9084998,109.0438562,120.6204261,136.4131112,156.881134,174.0807856,188.501227,16.66811,17.04404,17.67959,18.93384,20.72661,23.2002,24.98835785,26.48298259,29.33784232,31.8208776
F,16.70833333,59.31570866,59.91614173,60.84090551,62.38681102,64.10523622,65.82456693,67.37275591,68.2996063,68.90165354,94.60061899,97.03694455,101.155792,109.2764436,120.8361922,136.6171267,157.096371,174.3350223,188.8130264,16.70276,17.07879,17.71452,18.96935,20.76355,23.24062,25.03264836,26.53153263,29.39754939,31.89400908
F,16.79166667,59.32496063,59.92559055,60.85066929,62.39681102,64.1153937,65.83464567,67.38255906,68.30917323,68.91102362,94.85051266,97.28251717,101.3943098,109.5020644,121.0470862,136.8180117,157.3083452,174.5833948,189.114883,16.7369,17.11301,17.74892,19.00432,20.79994,23.28051,25.07643282,26.57962232,29.45694948,31.96706354
F,16.875,59.33374016,59.9346063,60.85992126,62.40641732,64.12511811,65.84425197,67.39188976,68.31826772,68.91996063,95.09026509,97.51860993,101.6243399,109.7210714,121.253615,137.0164716,157.5178723,174.8266306,189.4072597,16.77051,17.14669,17.78278,19.03874,20.83578,23.31986,25.11971866,26.62726338,29.51606178,32.04006655
F,16.95833333,59.34208661,59.94314961,60.86877953,62.41555118,64.13437008,65.8534252,67.40082677,68.3269685,68.92846457,95.32014081,97.74546532,101.8462128,109.9339054,121.4563077,137.2131458,157.7257019,175.065457,189.6906857,16.80356,17.17981,17.81607,19.07258,20.87105,23.35867,25.16251271,26.67446717,29.57490604,32.11304561
F,17.04166667,59.35003937,59.95133858,60.87720472,62.42429134,64.14322835,65.86220472,67.40937008,68.33527559,68.93661417,95.54042645,97.96339201,102.0602814,110.1409633,121.6557156,137.4086956,157.9325173,175.3004916,189.9656238,16.83603,17.21234,17.84878,19.10585,20.90576,23.39696,25.20482218,26.7212455,29.63350259,32.18602887
F,17.125,59.3576378,59.95913386,60.88527559,62.4326378,64.15173228,65.87062992,67.41751969,68.34322835,68.94437008,95.75138653,98.17269863,102.2668764,110.342686,121.8523236,137.6037603,158.1390681,175.5324396,190.2325813,16.8679,17.24429,17.88089,19.13852,20.93988,23.43471,25.24665348,26.76760965,29.69187236,32.25904682
F,17.20833333,59.36488189,59.9665748,60.89295276,62.44062992,64.15984252,65.87866142,67.42535433,68.35082677,68.95181102,95.95330768,98.37369384,102.4663504,110.5394925,122.0466829,137.7989353,158.3460158,175.7618745,190.4920209,16.89915,17.2756,17.91238,19.17059,20.97343,23.47193,25.28801794,26.81357526,29.75003682,32.33212376
F,17.29166667,59.37181102,59.97370079,60.90031496,62.44830709,64.1676378,65.88637795,67.43279528,68.35807087,68.95889764,96.14649853,98.56673037,102.6590783,110.7318015,122.2392565,137.9948158,158.5539776,175.9894133,190.7443617,16.92975,17.30628,17.94324,19.20204,21.00638,23.50863,25.32892108,26.85915312,29.80801808,32.40529387
F,17.375,59.37838583,59.98047244,60.9073622,62.45562992,64.17507874,65.89374016,67.43996063,68.365,68.96566929,96.33133387,98.75211686,102.8454128,110.9200099,122.4305293,138.191953,158.7635708,176.2156073,190.9900446,16.95969,17.3363,17.97344,19.23285,21.03874,23.5448,25.3693713,26.90435663,29.8658388,32.47858818
F,17.45833333,59.38472441,59.9869685,60.91409449,62.4626378,64.18220472,65.90082677,67.44681102,68.37165354,68.97212598,96.50807826,98.93022811,103.0257286,111.1045586,122.6209864,138.3908538,158.9753246,176.4409195,191.2294884,16.98894,17.36564,18.00298,19.26301,21.07049,23.58045,25.40937929,26.94920132,29.92352223,32.55203545
F,17.54166667,59.39074803,59.99318898,60.92055118,62.46937008,64.18905512,65.90759843,67.45334646,68.3780315,68.97834646,96.67710647,99.10137276,103.2004007,111.2858445,122.8110908,138.5920474,159.1897239,176.6658789,191.4630679,17.01749,17.39427,18.03182,19.29252,21.10163,23.61558,25.44895346,26.9937009,29.98109225,32.62566902
F,17.625,59.39653543,59.99917323,60.92677165,62.47582677,64.19562992,65.91409449,67.45964567,68.38409449,68.98429134,96.83874921,99.26594764,103.3697816,111.4642644,123.0012173,138.7959086,159.4072537,176.8908383,191.6911799,17.0453,17.42218,18.05996,19.32135,21.13216,23.65019,25.48810377,27.03787056,30.03857329,32.69952105
F,17.70833333,59.40204724,60.00488189,60.93267717,62.48200787,64.20192913,65.92031496,67.46566929,68.38992126,68.98996063,96.99335921,99.42428345,103.5342463,111.6401711,123.1917846,139.0029004,159.6282889,177.1162166,191.9141111,17.07236,17.44935,18.08737,19.34949,21.16206,23.68429,25.52684029,27.08172575,30.09599042,32.77362474
F,17.79166667,59.4073622,60.01035433,60.93838583,62.48795276,64.20795276,65.92629921,67.47145669,68.39551181,68.9953937,97.14124512,99.57671088,103.6941474,111.8139613,123.3831677,139.2133754,159.8531381,177.3422783,192.1322141,17.09864,17.47576,18.11403,19.37693,21.19134,23.71788,25.56517184,27.12528094,30.15336926,32.84801632
F,17.875,59.41244094,60.01559055,60.94385827,62.49366142,64.21377953,65.93204724,67.4769685,68.40086614,69.00062992,97.28280377,99.72358266,103.8498156,111.9859437,123.5756751,139.4275763,160.0820659,177.5692881,192.3457536,17.12413,17.50137,18.13993,19.40366,21.21997,23.75097,25.603114,27.16855668,30.21073618,32.92272296
F,17.95833333,59.41732283,60.02062992,60.94909449,62.49913386,64.21937008,65.93755906,67.48228346,68.40602362,69.00559055,97.41832176,99.86525155,104.0015596,112.1564269,123.7695714,139.6457896,160.3152706,177.7974442,192.5549721,17.14879,17.52618,18.16505,19.42965,21.24797,23.78356,25.64067435,27.21156668,30.26811799,32.9977851
F,18.04166667,59.42200787,60.02547244,60.95413386,62.50440945,64.22472441,65.94283465,67.48740157,68.41094488,69.0103937,97.54815183,100.0020041,104.1497321,112.3256976,123.9651212,139.8681476,160.5528404,178.0268569,192.7601119,17.1726,17.55015,18.18937,19.45491,21.27532,23.81564,25.67786376,27.25432769,30.32554216,33.07323931
F,18.125,59.42649606,60.03011811,60.95897638,62.50944882,64.22988189,65.94795276,67.49228346,68.41566929,69.015,97.67260263,100.1341711,104.2945756,112.4940204,124.1624788,140.0947825,160.7948415,178.2575925,192.9613497,17.19555,17.57328,18.21286,19.47941,21.30202,23.84724,25.714697,27.29685999,30.38303689,33.14911749
F,18.20833333,59.4307874,60.03456693,60.96362205,62.51433071,64.23484252,65.95283465,67.49700787,68.42019685,69.01940945,97.79198281,100.2620391,104.4363768,112.6615715,124.3617985,140.3256944,161.0411858,178.4896287,193.1588395,17.2176,17.59553,18.23552,19.50314,21.32805,23.87835,25.75118107,27.33917721,30.44063073,33.22546443
F,18.29166667,59.43492126,60.03885827,60.96811024,62.51901575,64.2396063,65.95751969,67.50149606,68.42456693,69.02362205,97.90657895,100.3858505,104.575356,112.8285494,124.5631464,140.5608392,161.2917629,178.7228996,193.3527138,17.23874,17.61689,18.25732,19.52608,21.35343,23.90898,25.7873338,27.38130268,30.49835324,33.30230965
F,18.375,59.43893701,60.04299213,60.97240157,62.52350394,64.24417323,65.96204724,67.50586614,68.42874016,69.02767717,98.01663358,100.50587,104.7117338,112.9950423,124.7665006,140.8001066,161.5463083,178.9572286,193.5430386,17.25894,17.63733,18.27824,19.54823,21.37812,23.93912,25.82316611,27.42325378,30.55623433,33.37969431
F,18.45833333,59.44275591,60.04692913,60.97653543,62.52783465,64.24858268,65.96637795,67.51003937,68.43275591,69.0315748,98.1224333,100.6223181,104.8456424,113.1611163,124.9718168,141.04321,161.8045134,179.1923734,193.7298581,17.27818,17.65683,18.29826,19.56957,21.40215,23.9688,25.85869115,27.46505002,30.61430463,33.45765732
F,18.54166667,59.44641732,60.05074803,60.98051181,62.53200787,64.25283465,65.97059055,67.51401575,68.43661417,69.03531496,98.22413242,100.7353489,104.9772362,113.3267715,125.1788968,141.2898629,162.0659593,179.4280693,193.9131723,17.29643,17.67537,18.31736,19.59008,21.42548,23.99801,25.89392241,27.50671138,30.67259539,33.53623826
F,18.625,59.44996063,60.05440945,60.98437008,62.53602362,64.25692913,65.9746063,67.51787402,68.44031496,69.03889764,98.32197345,100.8450949,105.1065592,113.4919857,125.387542,141.5396023,162.3300948,179.6638975,194.092937,17.31367,17.69293,18.33552,19.60975,21.44813,24.02676,25.92887369,27.54825824,30.73113849,33.61547736
F,18.70833333,59.45334646,60.05795276,60.9880315,62.53992126,64.26086614,65.97846457,67.52161417,68.44385827,69.04232283,98.41604459,100.9516883,105.2336335,113.6565606,125.5974219,141.791899,162.5963027,179.899395,194.2690641,17.32987,17.70948,18.35273,19.62857,21.47008,24.05505,25.96355908,27.58971144,30.78996648,33.69541553
F,18.79166667,59.45661417,60.06133858,60.99161417,62.54362205,64.26464567,65.98220472,67.52515748,68.44728346,69.04566929,98.50650015,101.0551511,105.358415,113.8203418,125.8080733,142.0460917,162.8638554,180.1340327,194.4414433,17.34501,17.725,18.36896,19.64651,21.49134,24.08289,25.99799301,27.63109226,30.84911253,33.77609435
F,18.875,59.45980315,60.0646063,60.995,62.54720472,64.26830709,65.9857874,67.52858268,68.45059055,69.0488189,98.59338422,101.1555274,105.4808155,113.9830207,126.0189893,142.3014308,163.131871,180.3671493,194.6098763,17.35907,17.73946,18.38419,19.66358,21.51188,24.11029,26.03219019,27.67242239,30.90861047,33.8575561
F,18.95833333,59.46283465,60.06775591,60.99830709,62.55066929,64.27181102,65.98925197,67.53188976,68.45374016,69.05188976,98.67671886,101.2527071,105.6006807,114.1441785,126.2294864,142.5569683,163.3993796,180.5980832,194.7741425,17.37203,17.75286,18.39841,19.67975,21.53171,24.13725,26.06616563,27.71372396,30.96849476,33.93984372
F,19.04166667,59.46574803,60.0707874,61.00149606,62.55401575,64.27519685,65.99255906,67.53507874,68.45677165,69.05484252,98.75641587,101.3465798,105.7177019,114.3033741,126.4388371,142.8117121,163.665345,180.8259968,194.9339554,17.38385,17.76515,18.41159,19.695,21.55082,24.16378,26.09993465,27.75501954,31.02880054,34.02300086
F,19.125,59.46854331,60.07374016,61.00456693,62.55720472,64.27846457,65.9957874,67.53811024,68.45972441,69.0576378,98.83243117,101.4369913,105.8316147,114.4600123,126.6461155,143.0644718,163.9285325,181.0500744,195.0890284,17.39451,17.77632,18.42371,19.70933,21.56921,24.18988,26.13351285,27.7963321,31.08956357,34.10707184
F,19.20833333,59.47125984,60.07653543,61.00748031,62.56031496,64.28161417,65.99885827,67.54106299,68.46251969,69.06035433,98.90454429,101.5236328,105.9419779,114.6133657,126.8503074,143.3139466,164.1876415,181.2693239,195.2390087,17.40399,17.78635,18.43475,19.72272,21.58686,24.21557,26.16691611,27.83768505,31.1508203,34.1921017
F,19.29166667,59.47385827,60.07925197,61.01035433,62.56326772,64.28464567,66.00181102,67.54389764,68.46523622,69.06299213,98.97253477,101.6061738,106.0482627,114.7626625,127.0502664,143.5586815,164.441261,181.4827311,195.3834554,17.41226,17.79521,18.4447,19.73516,21.60378,24.24084,26.20016061,27.87910223,31.21260782,34.27813617
F,19.375,59.47637795,60.08185039,61.01307087,62.56614173,64.28755906,66.00468504,67.54661417,68.46783465,69.06551181,99.03604987,101.6841733,106.1498515,114.9069329,127.2446698,143.7970891,164.6877816,181.6891717,195.5218835,17.4193,17.80288,18.45352,19.74662,21.61996,24.26571,26.23326279,27.92060786,31.27496389,34.3652217
F,19.45833333,59.4788189,60.08437008,61.01570866,62.56893701,64.2903937,66.00744094,67.54925197,68.47035433,69.06791339,99.09471481,101.7571021,106.2460171,115.0450964,127.4320405,144.0274057,164.9255719,181.8874332,195.653808,17.42508,17.80934,18.46121,19.7571,21.63539,24.29019,26.26623937,27.9622266,31.33792691,34.45340544
F,19.54166667,59.48114173,60.08681102,61.01826772,62.57161417,64.29311024,66.01011811,67.55177165,68.47275591,69.07023622,99.14795638,101.8242989,106.3358994,115.1759627,127.610769,144.2477134,165.1528241,182.0762809,195.7786776,17.42958,17.81456,18.46773,19.76658,21.65006,24.31427,26.29911039,28.00398629,31.40153631,34.54273066
F,19.625,59.4834252,60.08917323,61.02070866,62.57417323,64.29570866,66.01267717,67.5542126,68.47507874,69.07248031,99.19520139,101.8850142,106.4185286,115.2981427,127.7790477,144.4559398,165.3676203,182.254326,195.8958532,17.43278,17.81852,18.47308,19.77505,21.66397,24.33798,26.33188509,28.04590512,31.46583097,34.6332581
F,19.70833333,59.48559055,60.09141732,61.02307087,62.57665354,64.29822835,66.01515748,67.5565748,68.47732283,69.07464567,99.23567821,101.9383439,106.4928022,115.4101154,127.9349804,144.6498581,165.5678659,182.4201355,196.0047173,17.43465,17.82119,18.47722,19.78248,21.67712,24.3613,26.36458581,28.08801335,31.53085181,34.72502979
F,19.79166667,59.48767717,60.09358268,61.02535433,62.57905512,64.30066929,66.01751969,67.5588189,68.47948819,69.07669291,99.26857114,101.9833182,106.5574417,115.5101831,128.0763627,144.8270434,165.7514226,182.5721881,196.1045646,17.43515,17.82256,18.48014,19.78887,21.68949,24.38426,26.39723077,28.13033767,31.59663995,34.81809511
F,19.875,59.48968504,60.09570866,61.02755906,62.58137795,64.3030315,66.01984252,67.56098425,68.4815748,69.07870079,99.29282196,102.0187464,106.611014,115.596516,128.2009458,144.9849163,165.9159754,182.7088966,196.1947115,17.43427,17.82259,18.48182,19.7942,21.70108,24.40686,26.42983873,28.17290543,31.66323724,34.91250374
F,19.95833333,59.49165354,60.09771654,61.02968504,62.58362205,64.30527559,66.02204724,67.56311024,68.48354331,69.08062992,99.30732836,102.0433059,106.6519538,115.6670638,128.3061723,145.1207429,166.0590552,182.8285854,196.2743865,17.43199,17.82127,18.48223,19.79846,21.71189,24.4291,26.4624291,28.21574476,31.73068625,35.00830552
F,20,59.49259843,60.09870079,61.03074803,62.58468504,64.30641732,66.02311024,67.56413386,68.48452756,69.08153543,99.31052506,102.0510441,106.6671436,115.6957239,128.3507056,145.179474,166.1217546,182.8814963,196.3100572,17.43031,17.82009,18.48196,19.80018,21.717,24.4401,26.47871966,28.23727135,31.76474311,35.05675093
